PeakID (cmd=annotatePeaks.pl OSMOTIC_STRESS_T100_SE_REP1_peaks.broadPeak genome.fa -gid -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
OSMOTIC_STRESS_T100_SE_REP1_peak_261	IX	382243	382542	+	16	NA	promoter-TSS (YIR016W)	protein_coding-promoter-TSS (YIR016W)	-236	YIR016W	YIR016W	YIR016W			YIR016W			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_855	XV	462421	462942	+	16	NA	TTS (YOR072W)	protein_coding-TTS (YOR072W)	890	YOR072W-A	YOR072W-A	YOR072W-A			YOR072W-A			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_589	XI	463368	463621	+	16	NA	promoter-TSS (YKR011C)	protein_coding-promoter-TSS (YKR011C)	-465	YKR013W	YKR013W	YKR013W			PRY2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_161	IV	690639	690838	+	16	NA	promoter-TSS (YDR119W-A)	protein_coding-promoter-TSS (YDR119W-A)	-276	YDR119W-A	YDR119W-A	YDR119W-A			COX26			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_492	X	73519	73887	+	16	NA	promoter-TSS (YJL191W)	protein_coding-promoter-TSS (YJL191W)	-84	YJL191W	YJL191W	YJL191W			RPS14B			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_619	XII	198624	198823	+	16	NA	promoter-TSS (YLR027C)	protein_coding-promoter-TSS (YLR027C)	-61	snR30	snR30	snR30			snR30			snoRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_475	VIII	354777	354976	+	16	NA	promoter-TSS (YHR123W)	protein_coding-promoter-TSS (YHR123W)	61	YHR123W	YHR123W	YHR123W			EPT1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_26	II	107551	107750	+	16	NA	promoter-TSS (YBL060W)	protein_coding-promoter-TSS (YBL060W)	-244	YBL061C	YBL061C	YBL061C			SKT5			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_153	IV	545955	546310	+	16	NA	promoter-TSS (YDR044W)	protein_coding-promoter-TSS (YDR044W)	-510	YDR044W	YDR044W	YDR044W			HEM13			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_11	I	166199	166544	+	16	NA	promoter-TSS (YAR010C)	protein_coding-promoter-TSS (YAR010C)	104	tA(UGC)A	tA(UGC)A	tA(UGC)A			TGA1			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_322	V	474729	475065	+	16	NA	promoter-TSS (YER152C)	protein_coding-promoter-TSS (YER152C)	-92	YER153C	YER153C	YER153C			PET122			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_586	XI	439409	439867	+	16	NA	promoter-TSS (YKL001C)	protein_coding-promoter-TSS (YKL001C)	-253	YKL001C	YKL001C	YKL001C			MET14			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_387	VII	412150	412349	+	16	NA	promoter-TSS (YGL048C)	protein_coding-promoter-TSS (YGL048C)	118	tV(AAC)G1	tV(AAC)G1	tV(AAC)G1			tV(AAC)G1			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_41	II	227182	227381	+	16	NA	promoter-TSS (YBL004W)	protein_coding-promoter-TSS (YBL004W)	206	tS(AGA)B	tS(AGA)B	tS(AGA)B			tS(AGA)B			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_9	I	108793	109025	+	16	NA	promoter-TSS (YAL023C)	protein_coding-promoter-TSS (YAL023C)	-358	YAL023C	YAL023C	YAL023C			PMT2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_419	VII	772031	772230	+	16	NA	promoter-TSS (YGR142W)	protein_coding-promoter-TSS (YGR142W)	-324	YGR142W	YGR142W	YGR142W			BTN2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_525	X	525733	526136	+	16	NA	promoter-TSS (YJR047C)	protein_coding-promoter-TSS (YJR047C)	-401	YJR048W	YJR048W	YJR048W			CYC1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_143	IV	417115	417363	+	16	NA	promoter-TSS (YDL020C)	protein_coding-promoter-TSS (YDL020C)	-531	YDL020C	YDL020C	YDL020C			RPN4			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_211	IV	1385684	1385957	+	16	NA	promoter-TSS (YDR461C-A)	protein_coding-promoter-TSS (YDR461C-A)	-54	YDR461C-A	YDR461C-A	YDR461C-A			YDR461C-A			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_223	IV	1476779	1477273	+	16	NA	promoter-TSS (YDR516C)	protein_coding-promoter-TSS (YDR516C)	-213	YDR517W	YDR517W	YDR517W			GRH1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_379	VII	323784	324072	+	16	NA	TTS (YGL097W)	protein_coding-TTS (YGL097W)	-1403	YGL096W	YGL096W	YGL096W			TOS8			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_637	XII	504123	504322	+	16	NA	promoter-TSS (YLR174W)	protein_coding-promoter-TSS (YLR174W)	-369	YLR174W	YLR174W	YLR174W			IDP2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_214	IV	1411743	1411942	+	16	NA	promoter-TSS (YDR476C)	protein_coding-promoter-TSS (YDR476C)	-531	YDR477W	YDR477W	YDR477W			SNF1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_104	III	238529	238809	+	16	NA	promoter-TSS (YCR069W)	protein_coding-promoter-TSS (YCR069W)	-386	YCR069W	YCR069W	YCR069W			CPR4			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_791	XIV	416044	416294	+	16	NA	TTS (YNL111C)	protein_coding-TTS (YNL111C)	1133	YNL111C	YNL111C	YNL111C			CYB5			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_795	XIV	444361	444715	+	16	NA	promoter-TSS (YNL096C)	protein_coding-promoter-TSS (YNL096C)	-223	YNL096C	YNL096C	YNL096C			RPS7B			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_423	VII	794254	794453	+	16	NA	promoter-TSS (tA(UGC)G)	tRNA-promoter-TSS (tA(UGC)G)	-64	tA(UGC)G	tA(UGC)G	tA(UGC)G			tA(UGC)G			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_133	IV	264073	264272	+	16	NA	promoter-TSS (YDL111C)	protein_coding-promoter-TSS (YDL111C)	-62	YDL111C	YDL111C	YDL111C			RRP42			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_934	XVI	329058	329292	+	16	NA	promoter-TSS (YPL116W)	protein_coding-promoter-TSS (YPL116W)	-431	YPL116W	YPL116W	YPL116W			HOS3			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_122	IV	147893	148092	+	16	NA	promoter-TSS (YDL173W)	protein_coding-promoter-TSS (YDL173W)	-199	YDL173W	YDL173W	YDL173W			PAR32			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_910	XVI	52800	52999	+	16	NA	promoter-TSS (YPL259C)	protein_coding-promoter-TSS (YPL259C)	-228	YPL259C	YPL259C	YPL259C			APM1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_550	XI	48037	48319	+	16	NA	promoter-TSS (YKL207W)	protein_coding-promoter-TSS (YKL207W)	-16	YKL207W	YKL207W	YKL207W			EMC3			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_906	XV	1064813	1065012	+	16	NA	promoter-TSS (YOR385W)	protein_coding-promoter-TSS (YOR385W)	-131	YOR385W	YOR385W	YOR385W			YOR385W			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_498	X	123210	123588	+	16	NA	promoter-TSS (YJL158C)	protein_coding-promoter-TSS (YJL158C)	-451	YJL158C	YJL158C	YJL158C			CIS3			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_780	XIV	289055	289254	+	15	NA	promoter-TSS (YNL186W)	protein_coding-promoter-TSS (YNL186W)	-344	YNL186W	YNL186W	YNL186W			UBP10			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_40	II	216393	216652	+	15	NA	promoter-TSS (YBL005W)	protein_coding-promoter-TSS (YBL005W)	-156	YBL007C	YBL007C	YBL007C			SLA1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_581	XI	385182	385523	+	15	NA	promoter-TSS (YKL028W)	protein_coding-promoter-TSS (YKL028W)	-406	YKL028W	YKL028W	YKL028W			TFA1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_591	XI	513854	514087	+	15	NA	promoter-TSS (YKR038C)	protein_coding-promoter-TSS (YKR038C)	-567	tD(GUC)K	tD(GUC)K	tD(GUC)K			tD(GUC)K			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_902	XV	1010612	1010811	+	15	NA	promoter-TSS (YOR357C)	protein_coding-promoter-TSS (YOR357C)	-478	YOR359W	YOR359W	YOR359W			VTS1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_268	V	19011	19210	+	15	NA	promoter-TSS (YEL070W)	protein_coding-promoter-TSS (YEL070W)	-479	YEL070W	YEL070W	YEL070W			DSF1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_269	V	33745	33973	+	15	NA	promoter-TSS (YEL062W)	protein_coding-promoter-TSS (YEL062W)	-393	YEL063C	YEL063C	YEL063C			CAN1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_157	IV	573817	574016	+	15	NA	promoter-TSS (YDR061W)	protein_coding-promoter-TSS (YDR061W)	-248	YDR061W	YDR061W	YDR061W			YDR061W			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_14	I	182276	182479	+	15	NA	TTS (tS(AGA)A)	tRNA-TTS (tS(AGA)A)	226	tS(AGA)A	tS(AGA)A	tS(AGA)A			tS(AGA)A			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_679	XII	1043633	1043832	+	15	NA	promoter-TSS (YLR453C)	protein_coding-promoter-TSS (YLR453C)	-266	YLR454W	YLR454W	YLR454W			FMP27			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_327	V	503779	503978	+	15	NA	promoter-TSS (YER162C)	protein_coding-promoter-TSS (YER162C)	-96	YER163C	YER163C	YER163C			GCG1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_587	XI	451257	451456	+	15	NA	promoter-TSS (YKR006C)	protein_coding-promoter-TSS (YKR006C)	-78	YKR007W	YKR007W	YKR007W			MEH1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_117	IV	104670	104869	+	15	NA	promoter-TSS (YDL198C)	protein_coding-promoter-TSS (YDL198C)	-218	YDL198C	YDL198C	YDL198C			GGC1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_879	XV	772288	772505	+	15	NA	promoter-TSS (YOR231W)	protein_coding-promoter-TSS (YOR231W)	-205	YOR231W	YOR231W	YOR231W			MKK1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_761	XIV	34211	34752	+	15	NA	promoter-TSS (YNL321W)	protein_coding-promoter-TSS (YNL321W)	-215	YNL321W	YNL321W	YNL321W			VNX1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_841	XV	273808	274084	+	15	NA	promoter-TSS (YOL027C)	protein_coding-promoter-TSS (YOL027C)	-222	YOL027C	YOL027C	YOL027C			MDM38			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_664	XII	838271	838548	+	15	NA	exon (YLR355C, exon 1 of 1)	protein_coding-exon (YLR355C, exon 1 of 1)	844	YLR355C	YLR355C	YLR355C			ILV5			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_416	VII	753985	754184	+	15	NA	promoter-TSS (YGR130C)	protein_coding-promoter-TSS (YGR130C)	-240	YGR130C	YGR130C	YGR130C			YGR130C			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_947	XVI	454962	455304	+	15	NA	promoter-TSS (YPL054W)	protein_coding-promoter-TSS (YPL054W)	-143	YPL055C	YPL055C	YPL055C			LGE1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_701	XIII	243996	244195	+	15	NA	promoter-TSS (YML013W)	protein_coding-promoter-TSS (YML013W)	-54	YML013W	YML013W	YML013W			UBX2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_666	XII	853307	853506	+	15	NA	promoter-TSS (YLR363C)	protein_coding-promoter-TSS (YLR363C)	-55	YLR363W-A	YLR363W-A	YLR363W-A			YLR363W-A			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_213	IV	1411054	1411412	+	15	NA	promoter-TSS (YDR476C)	protein_coding-promoter-TSS (YDR476C)	-106	YDR476C	YDR476C	YDR476C			YDR476C			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_471	VIII	289313	289512	+	15	NA	promoter-TSS (YHR092C)	protein_coding-promoter-TSS (YHR092C)	270	YHR093W	YHR093W	YHR093W			AHT1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_813	XIV	694049	694314	+	15	NA	promoter-TSS (YNR035C)	protein_coding-promoter-TSS (YNR035C)	-134	YNR035C	YNR035C	YNR035C			ARC35			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_966	XVI	744265	744502	+	15	NA	promoter-TSS (YPR109W)	protein_coding-promoter-TSS (YPR109W)	99	tT(UGU)P	tT(UGU)P	tT(UGU)P			tT(UGU)P			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_610	XII	36816	37117	+	15	NA	promoter-TSS (YLL052C)	protein_coding-promoter-TSS (YLL052C)	-605	YLL052C	YLL052C	YLL052C			AQY2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_483	VIII	498360	498907	+	15	NA	promoter-TSS (YHR199C)	protein_coding-promoter-TSS (YHR199C)	-211	YHR199C	YHR199C	YHR199C			AIM46			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_107	III	295417	295770	+	15	NA	TTS (YCR097W-A)	protein_coding-TTS (YCR097W-A)	109	tT(AGU)C	tT(AGU)C	tT(AGU)C			tT(AGU)C			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_805	XIV	586376	586939	+	15	NA	TTS (NME1)	snoRNA-TTS (NME1)	163	YNL024C-A	YNL024C-A	YNL024C-A			KSH1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_674	XII	949706	950226	+	15	NA	TTS (YLR412C-A)	protein_coding-TTS (YLR412C-A)	507	YLR412C-A	YLR412C-A	YLR412C-A			YLR412C-A			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_600	XI	581825	582094	+	15	NA	promoter-TSS (YKR076W)	protein_coding-promoter-TSS (YKR076W)	-324	YKR076W	YKR076W	YKR076W			ECM4			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_705	XIII	272914	273113	+	15	NA	promoter-TSS (YMR003W)	protein_coding-promoter-TSS (YMR003W)	-105	YMR003W	YMR003W	YMR003W			AIM34			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_231	IX	96290	96718	+	15	NA	promoter-TSS (YIL134W)	protein_coding-promoter-TSS (YIL134W)	-129	YIL135C	YIL135C	YIL135C			VHS2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_351	VI	251874	252116	+	15	NA	promoter-TSS (YFR051C)	protein_coding-promoter-TSS (YFR051C)	-192	YFR051C	YFR051C	YFR051C			RET2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_126	IV	217253	217544	+	15	NA	promoter-TSS (YDL136W)	protein_coding-promoter-TSS (YDL136W)	-202	YDL136W	YDL136W	YDL136W			RPL35B			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_87	III	24465	24709	+	14	NA	promoter-TSS (YCL057C-A)	protein_coding-promoter-TSS (YCL057C-A)	-181	YCL057W	YCL057W	YCL057W			PRD1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_517	X	404967	405166	+	14	NA	promoter-TSS (YJL016W)	protein_coding-promoter-TSS (YJL016W)	-522	YJL016W	YJL016W	YJL016W			YJL016W			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_260	IX	378227	378501	+	14	NA	promoter-TSS (YIR011C)	protein_coding-promoter-TSS (YIR011C)	-118	YIR011C	YIR011C	YIR011C			STS1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_904	XV	1050663	1050999	+	14	NA	promoter-TSS (YOR380W)	protein_coding-promoter-TSS (YOR380W)	233	YOR379C	YOR379C	YOR379C			YOR379C			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_916	XVI	95230	95429	+	14	NA	promoter-TSS (YPL242C)	protein_coding-promoter-TSS (YPL242C)	-220	YPL242C	YPL242C	YPL242C			IQG1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_722	XIII	431575	431872	+	14	NA	promoter-TSS (YMR081C)	protein_coding-promoter-TSS (YMR081C)	402	YMR082C	YMR082C	YMR082C			YMR082C			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_56	II	429237	429562	+	14	NA	promoter-TSS (YBR092C)	protein_coding-promoter-TSS (YBR092C)	-298	YBR092C	YBR092C	YBR092C			PHO3			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_814	XIV	708197	708499	+	14	NA	promoter-TSS (YNR047W)	protein_coding-promoter-TSS (YNR047W)	-175	YNR047W	YNR047W	YNR047W			FPK1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_352	VI	255492	255851	+	14	NA	promoter-TSS (YFR053C)	protein_coding-promoter-TSS (YFR053C)	-622	YFR053C	YFR053C	YFR053C			HXK1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_727	XIII	480471	480776	+	14	NA	promoter-TSS (YMR106C)	protein_coding-promoter-TSS (YMR106C)	70	tK(CUU)M	tK(CUU)M	tK(CUU)M			tK(CUU)M			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_451	VIII	34828	35082	+	14	NA	promoter-TSS (YHL034C)	protein_coding-promoter-TSS (YHL034C)	-878	YHL034C	YHL034C	YHL034C			SBP1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_518	X	415882	416081	+	14	NA	promoter-TSS (tW(CCA)J)	tRNA-promoter-TSS (tW(CCA)J)	55	tW(CCA)J	tW(CCA)J	tW(CCA)J			tW(CCA)J			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_924	XVI	207396	207780	+	14	NA	promoter-TSS (YPL179W)	protein_coding-promoter-TSS (YPL179W)	-569	YPL179W	YPL179W	YPL179W			PPQ1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_315	V	434392	434591	+	14	NA	TTS (YER133W)	protein_coding-TTS (YER133W)	121	tH(GUG)E2	tH(GUG)E2	tH(GUG)E2			tH(GUG)E2			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_326	V	502962	503161	+	14	NA	promoter-TSS (YER162C)	protein_coding-promoter-TSS (YER162C)	-167	YER162C	YER162C	YER162C			RAD4			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_770	XIV	116553	116982	+	14	NA	promoter-TSS (YNL277W)	protein_coding-promoter-TSS (YNL277W)	88	YNL277W-A	YNL277W-A	YNL277W-A			YNL277W-A			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_160	IV	652393	652674	+	14	NA	Intergenic	Intergenic	-1074	YDR099W	YDR099W	YDR099W			BMH2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_381	VII	345743	346013	+	14	NA	promoter-TSS (YGL088W)	protein_coding-promoter-TSS (YGL088W)	42	YGL088W	YGL088W	YGL088W			YGL088W			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_175	IV	894029	894398	+	14	NA	promoter-TSS (YDR216W)	protein_coding-promoter-TSS (YDR216W)	289	YDR215C	YDR215C	YDR215C			YDR215C			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_615	XII	108351	108550	+	14	NA	promoter-TSS (YLL019C)	protein_coding-promoter-TSS (YLL019C)	522	YLL018C-A	YLL018C-A	YLL018C-A			COX19			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_20	II	28502	29020	+	14	NA	promoter-TSS (YBL101C)	protein_coding-promoter-TSS (YBL101C)	334	YBL100W-C	YBL100W-C	YBL100W-C			YBL100W-C			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_173	IV	889180	889379	+	14	NA	promoter-TSS (YDR213W)	protein_coding-promoter-TSS (YDR213W)	-472	YDR213W	YDR213W	YDR213W			UPC2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_748	XIII	808126	808325	+	14	NA	promoter-TSS (YMR271C)	protein_coding-promoter-TSS (YMR271C)	92	tQ(CUG)M	tQ(CUG)M	tQ(CUG)M			CDC65			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_353	VI	263261	263753	+	14	NA	promoter-TSS (YFR055W)	protein_coding-promoter-TSS (YFR055W)	-697	YFR055W	YFR055W	YFR055W			IRC7			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_203	IV	1269530	1269956	+	14	NA	promoter-TSS (YDR399W)	protein_coding-promoter-TSS (YDR399W)	-325	YDR399W	YDR399W	YDR399W			HPT1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_229	IX	53482	53818	+	14	NA	promoter-TSS (YIL155C)	protein_coding-promoter-TSS (YIL155C)	58	YIL155C	YIL155C	YIL155C			GUT2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_760	XIV	23471	23823	+	13	NA	promoter-TSS (YNL327W)	protein_coding-promoter-TSS (YNL327W)	-373	YNL328C	YNL328C	YNL328C			MDJ2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_426	VII	848676	849064	+	13	NA	promoter-TSS (YGR175C)	protein_coding-promoter-TSS (YGR175C)	150	YGR176W	YGR176W	YGR176W			YGR176W			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_89	III	31173	31372	+	13	NA	promoter-TSS (YCL054W)	protein_coding-promoter-TSS (YCL054W)	-177	YCL054W	YCL054W	YCL054W			SPB1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_465	VIII	189406	189605	+	13	NA	TTS (YHR040W)	protein_coding-TTS (YHR040W)	359	YHR041C	YHR041C	YHR041C			SRB2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_901	XV	989230	989529	+	13	NA	promoter-TSS (YOR348C)	protein_coding-promoter-TSS (YOR348C)	-410	YOR349W	YOR349W	YOR349W			CIN1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_790	XIV	412503	412823	+	13	NA	promoter-TSS (YNL112W)	protein_coding-promoter-TSS (YNL112W)	-108	YNL113W	YNL113W	YNL113W			RPC19			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_905	XV	1064338	1064537	+	13	NA	promoter-TSS (YOR385W)	protein_coding-promoter-TSS (YOR385W)	-606	YOR385W	YOR385W	YOR385W			YOR385W			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_644	XII	592466	592665	+	13	NA	promoter-TSS (YLR227C)	protein_coding-promoter-TSS (YLR227C)	54	tL(UAG)L1	tL(UAG)L1	tL(UAG)L1			tL(UAG)L1			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_512	X	355387	355676	+	13	NA	promoter-TSS (YJL045W)	protein_coding-promoter-TSS (YJL045W)	75	tD(GUC)J2	tD(GUC)J2	tD(GUC)J2			tD(GUC)J2			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_746	XIII	777242	777685	+	13	NA	promoter-TSS (YMR253C)	protein_coding-promoter-TSS (YMR253C)	-273	YMR253C	YMR253C	YMR253C			YMR253C			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_719	XIII	396765	396964	+	13	NA	promoter-TSS (YMR062C)	protein_coding-promoter-TSS (YMR062C)	-213	YMR063W	YMR063W	YMR063W			RIM9			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_196	IV	1183134	1183364	+	13	NA	promoter-TSS (YDR353W)	protein_coding-promoter-TSS (YDR353W)	-50	YDR353W	YDR353W	YDR353W			TRR1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_762	XIV	51699	52021	+	13	NA	promoter-TSS (YNL309W)	protein_coding-promoter-TSS (YNL309W)	-172	YNL311C	YNL311C	YNL311C			SKP2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_427	VII	850606	851114	+	13	NA	promoter-TSS (YGR177C)	protein_coding-promoter-TSS (YGR177C)	-424	YGR177C	YGR177C	YGR177C			ATF2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_81	II	707076	707298	+	13	NA	promoter-TSS (YBR243C)	protein_coding-promoter-TSS (YBR243C)	-341	YBR244W	YBR244W	YBR244W			GPX2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_188	IV	1030230	1030531	+	13	NA	promoter-TSS (YDR283C)	protein_coding-promoter-TSS (YDR283C)	-331	YDR283C	YDR283C	YDR283C			GCN2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_267	V	13125	13464	+	13	NA	promoter-TSS (YEL072W)	protein_coding-promoter-TSS (YEL072W)	-426	YEL072W	YEL072W	YEL072W			RMD6			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_507	X	223987	224431	+	13	NA	promoter-TSS (YJL105W)	protein_coding-promoter-TSS (YJL105W)	-846	YJL105W	YJL105W	YJL105W			SET4			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_675	XII	954469	954668	+	13	NA	promoter-TSS (YLR414C)	protein_coding-promoter-TSS (YLR414C)	29	YLR415C	YLR415C	YLR415C			YLR415C			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_971	XVI	785742	785941	+	13	NA	promoter-TSS (YPR124W)	protein_coding-promoter-TSS (YPR124W)	-367	YPR124W	YPR124W	YPR124W			CTR1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_598	XI	578898	579214	+	12	NA	promoter-TSS (YKR072C)	protein_coding-promoter-TSS (YKR072C)	91	tK(UUU)K	tK(UUU)K	tK(UUU)K			tK(UUU)K			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_455	VIII	62587	62786	+	12	NA	promoter-TSS (YHL023C)	protein_coding-promoter-TSS (YHL023C)	-69	tH(GUG)H	tH(GUG)H	tH(GUG)H			tH(GUG)H			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_778	XIV	276968	277264	+	12	NA	exon (YNL192W, exon 1 of 1)	protein_coding-exon (YNL192W, exon 1 of 1)	614	YNL192W	YNL192W	YNL192W			CHS1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_382	VII	347341	347670	+	12	NA	promoter-TSS (YGL087C)	protein_coding-promoter-TSS (YGL087C)	386	YGL086W	YGL086W	YGL086W			MAD1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_380	VII	324666	324981	+	12	NA	promoter-TSS (YGL096W)	protein_coding-promoter-TSS (YGL096W)	-508	YGL096W	YGL096W	YGL096W			TOS8			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_734	XIII	564317	564516	+	12	NA	promoter-TSS (YMR153W)	protein_coding-promoter-TSS (YMR153W)	-19	YMR153W	YMR153W	YMR153W			NUP53			protein_coding
